Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
38,Stealer: The Treasure Keeper,tvN,"['Choi Joon Bae', 'Min Jung Ah']",['Shin Kyung Il'],2023-04-12,2023-05-18,"Wednesday, Thursday",2023,12,300.0,"Throughout history, the treasures of an old empire have always been the best items for thievery. A professional thief called ""Skunk"" forms an unofficial cultural heritage assets redemption team called ""Team Karma"" with a group of officials to pull off a heist to retrieve the stolen assets, a mission that is informal and illegal yet righteous in a sense. In front of them is a mission of massive proportion. Buried somewhere in Korea is a large number of cultural assets worth 30 trillion won as well as spiritual beads believed to provide eternal life. Against a group with a conscienceless purpose, Team Karma’s thrill-filled retribution starts.""Skunk"", his real name Hwang Dae Myung, is no ordinary thief. Dae Myung is an official with the Cultural Heritage Administration living a double life, a pathetic civil servant by day and a daring thief by night. When the Seoul Metropolitan Police Agency’s cultural property team recovers some of the country’s missing cultural assets, both of his lives start to unravel.  (Source: Viu, ShingetsuNews, MyDramaList)","['Kim Jae Won', 'Jo Han Chul', 'Joo Won', 'Lee Joo Woo', 'Choi Hwa Jung', 'Lee Deok Hwa']",스틸러: 일곱 개의 조선통보
39,Bo Ra! Deborah,ENA TVING,"['Seo Min Jung', 'Lee Tae Gon']",['Ah Kyung'],2023-04-12,2023-05-25,"Wednesday, Thursday",2023,14,300.0,"The series follows the romantic journey of Yeon Bo Ra, a celebrated love coach and successful author of romance novels, and Lee Soo Hyuk, a charming man who grapples with matters of the heart.As a discerning publishing planner, Soo Hyuk is not easily impressed and initially has a negative impression of Bo Ra. However, their lives become entangled unexpectedly, and he becomes increasingly drawn to her.Meanwhile, Han Sang Jin, Soo Hyuk's friend and business associate, heads the Jinri book publishing company.(Source:  CK Warrior at MyDramaList)","['Yoo In Na', 'Yoon Hyun Min', 'Joo Sang Wook', 'Hwang Chan Sung']",보라! 데보라
40,Pale Moon,ENA Genie TV,"['Yoo Jong Sun', 'Kim Seung Woo']",['No Yoon Soo'],2023-04-10,2023-05-09,"Monday, Tuesday",2023,10,390.0,"Yoo Yi Hwa lives with her husband, who is indifferent to her. Yoo Yi Hwa's life as a housewife is comfortable but boring. She begins to work at a bank as a contract worker. While working at the bank, she regains her confidence. But, Yoo Yi Hwa begins to steal money from her clients.(Source: AsianWiki)~~ Adapted from the novel ""Kami no Tsuki""(紙の月) by Mitsuyo Kakuta (角田光代). ","['Yoo  Sun', 'Kim Seo Hyung', 'Seo Young Hee', 'Lee Shi Woo']",종이달
41,Decoy: Part 2,,['Kim Hong Seon'],['Kim Jin Wook'],2023-04-07,2023-04-21,Friday,2023,6,580.0,"Just under a decade ago, South Korea was shaken to the core by a financial fraud project. Thousands of unsuspecting victims were tricked into investing their life savings. After the project was exposed as a scam, its mastermind Noh Sang Cheon ran away to China in a bid to escape the police. But he was soon after reported to have died in mysterious circumstances. The trail went cold. But some eight years after he was reported dead, the evidence appears to suggest that the notorious fraudster is still alive! A spate of killings begins, with Noh Sang Cheon apparently linked to the deaths.Trying to piece together the truth is the police officer and former lawyer Goo Do Han. Also on a quest for truth is a reporter named Cheon Na Yeon. She believes that a number of the murders have been covered – and that police investigations into the death may have been botched. The stakes begin to rise as games become deadly. What is really happening? And what role does Noh Sang Cheon play in these fatal events?(Source: Viki)","['Jang Geun Suk', 'Heo Sung Tae', 'Lee Elijah']",미끼 파트2
42,Joseon Attorney: A Morality,MBC,"['Lee Han Joon', 'Kim Seung Ho']","['Choi Jin Young', 'Jung Ho Rak']",2023-03-31,2023-05-20,"Friday, Saturday",2023,16,262.0,"Kang Han Su is a devious lawyer who meticulously plans his lawsuits and exploits the emotions of his clients for personal gain. However, as he unintentionally gains a reputation as a hero and problem solver among the common people, he begins to see the value in seeking true justice. Over time, Kang Han Su matures into a just and ethical lawyer. One of his clients, Yi Yun Ju, initially hires him to seek revenge but ultimately becomes a supporter of his mission to uphold the law and defend the innocent. This transformation reflects Kang Han Su's growth as a legal professional and as a person.(Source: Soompi; Naver; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon “Joseon Lawyer” (조선변호사) written by Jeongjae & Shim Gun (정작가&심군).","['Woo Do Hwan', 'Bona', 'Cha Hak Yeon']",조선변호사
43,Duty After School: Part 1,TVING,['Sung Yong Il'],['Lee Nam Gyu'],"Mar 31, 2023","Mar 31, 2023",Friday,2023,6,740.0,"The students and teachers at Sungjin High School receive a terrifying shock when they witness the start of an alien invasion. Coming from the skies, horrific “eggs” hatch violent insect-like creatures that attack humans. The invasion is worldwide, and the South Korean military fears it will be overwhelmed. In desperation, the President announces that mandatory conscription will begin – and that all third-year high schoolers – male and female – must join the armed forces.Soldiers arrive at Sungjin High School. And the third-years – who only have 50 days until they are supposed to sit their university entrance exams – must commence their military training in the school playground. They must learn how to shoot rifles, fight hand-to-hand, and navigate obstacle courses...in their school uniform! Putting the students through their paces will be the platoon leader Lee Chun Ho. Meanwhile, the class teacher Park Eun Young is determined to do what she can to keep her students out of harm’s way. Will the high schoolers help save the planet from doom?(Source: Viki)~~ Adapted from the webtoon ""Duty After School"" (방과 후 전쟁활동) by Ha Il Kwon (하일권).","['Shin Hyun Soo', 'Lee Soon Won']",방과 후 전쟁활동 파트1
44,The Eighth Sense,,,,2023-03-29,2023-04-26,Wednesday,2023,10,240.0,"Ji Hyun, a new student from a peaceful rural town, struggles to adjust to the bustling city life of Seoul. While at university, he meets Jae Won, who has just completed military service. As they share a love of surfing, they begin to develop feelings for each other. During a surfing trip, they share a kiss, but Jae Won acts as if nothing happened, leaving Ji Hyun confused about their connection.(Source: CK Warrior at MyDramaList)","['Im Ji Sub', 'Oh Jun Taek']",여덟 번째 감각
45,The Secret Romantic Guesthouse,SBS ViuTV,['Kim Jung Min'],['Kwon Eum Mi'],2023-03-20,2023-05-16,"Monday, Tuesday",2023,18,233.0,"Yoon Dan Oh had enjoyed a comfortable life as the beloved youngest daughter of a well-off family, but no longer.  Now the family breadwinner, she runs the Ihwawon Inn. Current guests are scholars taking the civil service entrance exam in the hopes of becoming high-ranking officials. Among them are Kang San, Kim Si Yeol, and Jeong Yoo Ha, who all have deep secrets. They and Yoon Dan Oh will share information and cooperate to find Lee Seol, who disappeared 13 years ago.(Source: MyDramaList)~~ Adapted from the novel ""Flower Scholar’s Love Story"" (꽃선비열애사) by Kim Jung Hwa (김정화).","['Shin Ye Eun', 'Ryeoun', 'Kang Hoon', 'Jung Gun Joo']",꽃선비 열애사
46,Welcome to the Lesbian Bar,,,,2023-03-18,2023-03-22,Saturday,2023,5,72.0,,['Lee Si Young'],어서오세요 레즈바에
47,Unintentional Love Story,TVING,['Jang Eui Soon'],,2023-03-17,2023-04-14,Friday,2023,10,210.0,"When Ji Won Young's direct superior at work is fired due to a corruption scandal, Won Young - in spite of being innocent of any wrongdoing - finds himself unceremoniously discharged from the company as well. Desperate to get his job back, Won Young tries to curry favor by tracking down the chairman's favorite artist. He finds the missing man running a pottery shop in a remote town, but it's clear that Yoon Tae Joon has no desire to be found.Won Young decides to hang around town and secretly report whatever he can learn about Tae Joon's self-imposed exile, but when feelings begin to develop between the two, Won Young starts to question his sexuality, his motivations, and whether he even wants to go back to his old life in Seoul. But what will happen when Tae Joon learns Won Young has been spying on him this entire time?(Source: Anime-Planet)~~ Adapted from the webtoon ""Biuidojeog Yeonaedam"" (비의도적 연애담) by Phobe (피비).","['Cha Seo Won', 'Gongchan']",비의도적 연애담
48,A Shoulder to Cry On,,,['Kang Jae Hyun'],2023-03-15,2023-03-29,"Tuesday, Wednesday",2023,7,257.0,"At school, Lee Da Yeol spends most of his time living as an outsider. Not popular by any stretch of the imagination, Da Yeol’s only real joy comes from his time spent with the archery club. A talented archer whose skills have earned him a scholarship to the school, Da Yeol doesn’t mind being an outsider, so long as he’s free to pursue his greatest passion. But an ill-timed run-in with a devilishly handsome classmate lands him in trouble and places his precious scholarship in jeopardy.One of the school’s most popular students, Jo Tae Hyun has always enjoyed a level of freedom that very few high school students have ever attained. Able to get away with practically anything, the entire school has no problem believing his side of the story when he’s caught fooling around in the nurse’s office with another student and Da Yeol. Claiming Da Yeol was trying to make out with him, Tae Hyun thoughtlessly puts the archer’s scholarship at risk. Desperate to correct the misunderstanding, Da Yeol does everything he can to try to quell the rumors but no matter how hard he tries, it’s just not enough.Completely unremorseful about what he’s done, Tae Hyun seems to take a wicked sort of delight in doing everything he can to make Da Yeol’s life miserable; his favorite method being to follow Da Yeol everywhere. Unable to shake Tae Hyun, Da Yeol spends his days loathing his shadow but the more time he spends with him, the more conflicted his feelings become; leaving him to wonder, where exactly does the line between hate and love end?(Source: Viki)~~ Adapted from the manhwa ""A Shoulder to Cry On"" (소년을 위로해줘) by Dong Mul (동물).","['Kim Jae Han', 'Shin Ye Chan']",소년을 위로해줘
49,My Sister,,,,2023-03-14,2023-05-29,,2023,10,48.0,,,여동사친
50,Woman in a Veil,KBS2,['Shin Chang Seok'],['Lee Jung Dae'],2023-03-14,2023-08-04,"Monday, Tuesday, Wednesday, Thursday, Friday",2023,103,23.0,"Gyeo Ul witnesses her husband Yu Jin having an affair with her friend Ae Ra who becomes the target of her revenge. It causes Gyeo Ul to lose her eyesight and suffer from lock-in syndrome out of shock.  Gyeo Ul gets involved with Se Rin, an heiress who owns everything. Se Rin is an arrogant and cold-hearted woman who looks down on people and does not hesitate to take revenge on whoever stabs her in the back. (Source: Kocowa)","['Shin Go Eun', 'Choi Yoon Young', 'Lee Chae Young', 'Lee Sun Ho', 'Han Ki Woong', 'Lee Eun Hyung']",비밀의 여자
51,Pandora: Beneath the Paradise,Hulu TVING tvN,['Choi Young Hoon'],['Hyun Ji Min'],2023-03-11,2023-04-30,"Saturday, Sunday",2023,16,232.0,"In order to protect her beloved family, Hong Tae Ra must become the First Lady of Korea.Hong Tae Ra has a perfect life with her beloved husband Pyo Jae Hyun and their lovely daughter, except for one thing. Hong Tae Ra has no recollection of her past. One day, she regains her memory and faces her harrowing past. Her perfect life is now broken and she finds herself in an uncontrollable situation. Hong Tae Ra struggles to take revenge on those responsible for her past.Pyo Jae Hyun is married to Hong Tae Ra. He is an extremely smart developer, who developed new technology in the neural smart patch field. He runs his company with gentle leadership skills and a sensible personality. He is admired by those around him. People in the political world begin to talk about him as the next presidential candidate.(Source: AsianWiki)","['Lee Ji Ah', 'Lee Sang Yoon', 'Jang Hee Jin', 'Park Ki Woong', 'Bong Tae Kyu']",판도라: 조작된 낙원
52,The Glory Part 2,Netflix,['Ahn Gil Ho'],['Kim Eun Sook'],"Mar 10, 2023","Mar 10, 2023",Friday,2023,8,412.0,"Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of revenge. Before Moon Dong Eun begins her final moves, she offers her nemesis Park Yeon Jin a chance to save herself if she turns in to the police, but Park Yeon Jin has her own plans to stop Moon Dong Eun. A violent and bloody game of nerves plays out between these rivals.(Source: AsianWiki)","['Im Ji Yeon', 'Lee Do Hyun', 'Song Hye Kyo', 'Yeom Hye Ran', 'Park Sung Hoon', 'Jung Sung Il']",더글로리 파트 2
53,Our Dating Sim,,['Lim Hyun Hee'],['Lee Yun Seul'],2023-03-09,2023-03-30,Thursday,2023,8,112.0,A story about what happens when two men who have been friends since school days meet again at work and create a dating simulation game.(Source: Korean = movie.daum.net || Translation = MyDramaList) ,"['Lee Jong Hyuk', 'Lee Seung Gyu']",우리 연애 시뮬레이션
54,Oasis,KBS2 Viki,"['Han Hee', 'Yoon Sung Shik']",['Jung Hyung Soo'],2023-03-06,2023-04-25,"Monday, Tuesday",2023,16,262.0,"During the 1980s, South Korea was undergoing a political change leading to turmoil and social unrest. In a small town in Jeolla Province, two friends, Lee Doo Hak and Choi Cheol Woong, were trying to navigate their way through high school and adolescence. However, their lives were forever changed when Oh Jung Shin, a girl from Seoul, transferred to their school. The trio quickly became close friends, but the two boys developed romantic feelings for Oh Jung Shin as time passed, sparking a love rivalry between them. However, circumstances beyond their control began to rock their young lives. An unexpected incident involving Lee Doo Hak's family resulted in tragedy, pushing him towards violence and revenge. As political events escalated around them, could love be the answer to saving the day for these three young friends?(Source: Viki, edited by CK Warrior at MyDramaList)","['Jang Dong Yoon', 'Seol In Ah', 'Choo Young Woo']",오아시스
55,Divorce Attorney Shin,jTBC Netflix TVING,['Lee Jae Hoon'],['Yoo Young Ah'],2023-03-04,2023-04-09,"Saturday, Sunday",2023,12,300.0,"Meet Shin Sung Han, a divorce lawyer with a talent for settling even the most complicated cases. His name, which amusingly means ""sacred"" in Korean, seems at odds with the messy situations he has to deal with on a daily basis. But Shin Sung Han finds solace in the company of his two closest friends, Jang Hyung Geun and Jo Jung Sik, who are fellow ""40-year-old youths."" Despite the challenges he faces with his clients, Shin Sung Han continues to excel in his field with his expertise and sensitivity.(Source: Soompi; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon “Sacred Divorce” (신성한 이혼).","['Kim Sung Kyun', 'Cho Seung Woo', 'Han Hye Jin', 'Jung Moon Sung']",신성한 이혼
56,All the Liquors,,['Kim Jin Yeol'],['Kim Hoi Joon'],2023-03-02,2023-03-23,Thursday,2023,8,142.0,"Han Ji Yu is an employee on the marketing team of a liquor company. Park Ki Hoon, on the other hand, is a devilishly charming, skilful chef of a famous restaurant. When Ji Yu is asked to contact Ki Hoon’s restaurant in search of potential collaboration, he runs up against a few walls—namely, Ki Hoon’s flat-out refusal to sell any alcoholic drinks in his restaurant. But Ji Yu is not ready to just give up. What will he do to break the stubborn chef?Two men from different walks of life learn to open up to each other through the intoxicating power of love.(Source: GagaOOLala)","['Kim Jun Hyung', 'Won Do Hyun']",주류일절
57,Delivery Man,ENA Genie TV ViuTV,"['Kang Sol', 'Park Dae Hee']","['Park Hye Young', 'Han Bo Kyung', 'Joo Hyo Jin']",2023-03-01,2023-04-06,"Wednesday, Thursday",2023,12,350.0,"Seo Young Min is a taxi driver who ends up with an unusual clientele - ghosts. Strangely, he finds himself exclusively ferrying these otherworldly passengers and granting their wishes.One day, Kang Ji Hyun boards Seo Young Min's taxi, but with a catch: she has no recollection of her past life and is unable to leave the vehicle. She takes it upon herself to become Seo Young Min's taxi's sales manager.Together, Seo Young Min and Kang Ji Hyun use the taxi to fulfill the wishes of various ghosts, even taking on the task of tracking down a serial killer. With the assistance of Do Kyu Jin, a handsome and diligent ER doctor, they try to prevent sinister events from occurring in the hospital.(Source: CK Warrior at MyDramaList)","['Yoon Chan Young', 'Bang Min Ah', 'Kim Min Seok']",딜리버리맨
58,Island Part 2,Amazon Prime TVING,['Bae Jong'],['Jang Yoon Mi'],2023-02-24,2023-03-10,Friday,2023,6,450.0,"Won Mi Ho is the only child of a father who runs the Daehan Group. She is arrogant and selfish, but she also looks sad. One day, she makes big trouble. Because of this, her father banishes her to Jeju Island. She is assigned to work there as a high school teacher. She teaches ethics.Meanwhile, Won Mi Ho gets involved in a case related to ghosts. The ghosts have sought to get rid of the human world. They target Won Mi Ho. A mysterious ghost hunter tries to protect Won Mi Ho.(Source: AsianWiki)~~ Adapted from the webtoon ""Island"" (아일랜드) written by Yoon In Wan (윤인완) and illustrated by Yang Kyung Il (양경일).","['Kim Nam Gil', 'Lee Da Hee', 'Cha Eun Woo']",아일랜드 파트2
59,Call It Love,Disney+ Hulu,['Lee Kwang Young'],['Kim Ga Eun'],2023-02-22,2023-04-12,Wednesday,2023,16,262.0,"Life's difficulties can take a toll on anyone, and this romantic melodrama portrays the story of a man and woman who are deeply affected. Through their growing empathy and understanding for each other, they embark on a transformative journey filled with new emotions.Sim Woo Joo's life takes a turn for the worse after her father's death, when she's forced out of her home by his mistress. Seeking revenge, she approaches Han Dong Jin, the son of her father's ex-lover. As she spends more time with him, she realizes that she's fallen in love. Han Dong Jin, a workaholic with a lonely life, finds his world turned upside down by Sim Woo Joo's arrival.(Source: CK Warrior at MyDramaList)","['Lee Sung Kyung', 'Sung Joon', 'Kim Young Kwang', 'Ahn Hee Yeon', 'Kim Ye Won']",사랑이라 말해요
60,Taxi Driver Season 2,SBS ViuTV,['Lee Dan'],['Oh Sang Ho'],2023-02-17,2023-04-15,"Friday, Saturday",2023,16,262.0,"Despite disbanding after Do Gi's successful revenge, the Rainbow Deluxe Taxi crew, including Seong Cheol, Go Eun, Gyeong Gu, and Jin Eon, can't resist the call to reunite with their former leader. Though each attempts to live a regular life with a typical job, their innate desire to fight against injustice draws them back to one another. The group even welcomes a new member, a kind-hearted but clumsy young man named On Ha Jun, who stumbles upon the secret basement of Rainbow Taxi.Now fighting for more clients than ever before, the crew continues to battle on behalf of those wronged by an unequal society. However, their work draws the attention of a mysterious organization, which makes its presence known by killing one of Do Gi's targets before disappearing without a trace. As they try to uncover the organization's identity and motives, the Rainbow Taxi crew faces their toughest challenge yet.(Source: Viu; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).","['Kim Eui Sung', 'Lee Je Hoon', 'Pyo Ye Jin']",모범택시2
61,Big Bet Season 2,Disney+ Hulu,['Nam Ki Hoon'],,2023-02-15,2023-03-22,Wednesday,2023,8,450.0,"Cha Moo Sik is the primary suspect in a ten-billion-dollar heist and two killings, hence getting imprisoned and deported to his home country, South Korea. He returns to the Philippines a year later in an attempt to seek vengeance on those who wrongfully accused him. In answer to his enquiries concerning the deaths of Philip and So Jung, as well as Chairman Min's death, he places one last bet on his life. (Source: Maeil Business Newspaper, edited by Krystale Mitaesa)~~ Co-production with the U.S.A.","['Son Suk Ku', 'Choi Min Shik', 'Lee Dong Hwi']",카지노 시즌2
62,The Heavenly Idol,TVING tvN,['Lee So Yoon'],['Lee Chun Geum'],2023-02-15,2023-03-23,"Wednesday, Thursday",2023,12,350.0,"Pontifex Rembrary, a character known for his divine powers, gets transported to a new world while fighting a devil. He possesses the body of Woo Yeon Woo, a member of an unpopular idol group, and helps turn the group's fortunes around after a disastrous live performance. With his charisma and divine powers, he becomes popular among fans but faces challenges from his past, contending with strange religious groups and the devil. (Source: CK Warrior at  MyDramaList)~~ Adapted from the web novel ""Holy Idol"" (성스러운 아이돌) by Sin Hwa Jin (신화진).","['Kim Min Gue', 'Go Bo Gyeol', 'Lee Jang Woo']",성스러운 아이돌
63,Love to Hate You,Netflix,['Kim Jung Kwon'],"['Choi Soo Young', 'Choi Soo Young']","Feb 10, 2023","Feb 10, 2023",Friday,2023,10,312.0,"Yeo Mi Ran works as a novice lawyer at Gilmu Law Firm, a company that primarily serves the entertainment industry. She has no interest in pursuing a romantic relationship and detests losing to men in any competition.Nam Kang Ho, a renowned actor in the entertainment industry, is widely popular in South Korea owing to his good looks, intellect, and benevolent nature. While he is in high demand for romantic movie roles, he doesn't have much faith in women.Despite their shared disbelief in love, Yeo Mi Ran and Nam Kang Ho find themselves engaged in a romantic battle.(Source: MyDramaList)","['Go Won Hee', 'Kim Ok Bin', 'Yoo Teo', 'Kim Ji Hoon']",연애대전
64,Our Blooming Youth,TVING tvN,['Lee Jong Jae'],['Jung Hyun Jung'],2023-02-06,2023-04-11,"Monday, Tuesday",2023,20,240.0,"Min Jae Yi, a gentle and poised daughter of a prominent family, is engaged to the son of a powerful State Councillor. Devoting herself to learning everything she needs to know to become a good wife and mother, Jae Yi dutifully prepares for the future. Sadly, destiny has other plans for her future.Just days before her wedding, tragedy strikes when her family is brutally murdered, and Jae Yi is falsely accused of the crime. Amidst the turmoil, she crosses paths with the cursed crown prince, Lee Hwan, who agrees to help her in exchange for her assistance in breaking his curse. As they navigate their challenges together, Jae Yi and Lee Hwan begin to develop unexpected feelings for each other. But their love faces countless obstacles, including their pasts, their uncertain futures, and the threat of the curse. Can they overcome these challenges and find a way to be together? (Source: CK Warrior at MyDramaList)~~ Adapted from the novel ""The Golden Hairpin"" (簪中录) by Ce Ce Qing Han (侧侧轻寒).","['Pyo Ye Jin', 'Park Hyung Sik', 'Jeon So Nee', 'Yoon Jong Seok', 'Lee Tae Sun', 'Heo Won Seo']",청춘월담
65,Decoy: Part 1,,['Kim Hong Seon'],['Kim Jin Wook'],2023-01-27,2023-02-10,Friday,2023,6,660.0,"Eight years ago, Noh Sang Cheon, the mastermind of a financial fraud scheme that duped tens of thousands of South Korean victims into investing billions of dollars' worth of their savings into a bogus project, went on the run. He attempted to evade the law by escaping to China and the nation was rocked when news of his death broke. Now, almost a decade later, a justice-loving police detective named Goo Do Han makes a startling discovery. In the course of investigating a domestic murder case, Goo Do Han finds evidence implicating Noh Sang Cheon as a suspect. How could it be that this fraudster—thought to have died years ago—is linked to the case? It falls to Goo Do Han to try to determine if Noh Sang Cheon is actually dead or not. If he is dead, who could the real murderer be? If not, where was Noh Sang Cheon hiding all this time? As the detective continues to investigate, he begins to wonder if there might be a link between the fraud of eight years ago and the mysterious murder. (Source: Viki)","['Jang Geun Suk', 'Heo Sung Tae', 'Lee Elijah']",미끼 파트1
66,Kokdu: Season of Deity,MBC,"['Baek Soo Chan', 'Kim Ji Hoon']","['Heo Joon Woo', 'Kang Yi Hun']",2023-01-27,2023-03-24,"Friday, Saturday",2023,16,300.0,"Kkok Du, once a mortal man in ancient Korea, has been transformed into an immortal reaper who visits the mortal world every 99 years to punish humanity for their weaknesses. Over time, Kkok Du has developed a ruthless and merciless nature, leading him to despise humans. During his latest visit, Kkok Du takes over the body of a talented young doctor named Do Jin Woo.However, Kkok Du's task becomes complicated as he is forced to carry out Jin Woo's medical duties. Through this unexpected circumstance, Kkok Du meets Han Gye Jeol, a doctor who graduated from a low-ranking medical school. Despite her background, Kkok Du discovers that Gye Jeol possesses mysterious powers that seem to have an enchanting effect on him. Could their fate be connected from a past life, and why does she hold this power over him?As Kkok Du struggles to complete his mission, he finds himself increasingly drawn to Gye Jeol, leaving him with a dilemma: follow his duty or risk it all for love.(Source: Viki; edited by CK Warrior at MyDramaList)","['Kim Jung Hyun', 'Im Soo Hyang', 'Kim Da Som', 'Ahn Woo Yeon']",꼭두의 계절
67,Our D-Day,,['Baek Min Hee'],,2023-01-26,2023-02-10,"Thursday, Friday",2023,6,170.0,"Kim Moo Young, Heo Won Ho and Baek Ji Soo have been friends since high school. Now in their 30s, each of them is struggling in their own way. Moo Young works at a dead end job in a convenience store. Won Ho gave up his dream of writing music to work in an advertising agency. Meanwhile, Ji Soo is an aspiring movie director. Moo Young had a crush on Woori in high school.One day, Moo Young's friends, who have no concept of personal space, decide that they should go on a road trip together. Unbeknownst to his friends, Moo Young who is struggling with depression has been planning to commit suicide.","['Shon Min Ho', 'Shin Yeon Suh', 'Jung Jun Hwan', 'Yun Ha Bin']",우리의 디데이
68,Individual Circumstances,,['Kim Jin Yeol'],['Kim Hwa Joon'],2023-01-19,2023-02-09,Thursday,2023,8,128.0,"Ha Yeon Woo was once the toast of Chungmuro – Seoul, South Korea’s answer to America’s Hollywood. As a maverick young movie director, his debut film was a massive hit for both filmgoers and critics alike. But after this auspicious start, he fell into a lengthy slump. He is now listless and unsure if he is really cut out to be a top movie director after all.One day, he meets Sung Woo Jae, a famous fiction writer who he once knew – but has not spoken to for some time. Sung Woo Jae also has demons, however. His first love ended in sadness, and he took solace in his writing, eventually going on to become a prolific web-based novel author. Their meeting ignites a passionate romance that burns as bright as the flames of war. Will this relationship heal Sung Woo Jae’s wounds – and lift Ha Yeon Woo out of his slump?(Source: Viki)","['Jun.Q', 'Han Jung Wan']",각자의사정
69,Strangers Again,ENA Genie TV Viki,['Son Jae Gon'],['Park Jin Ri'],2023-01-18,2023-02-23,"Wednesday, Thursday",2023,12,350.0,"Oh Ha Ra is a hotshot divorce lawyer whose nickname in legal circles is “the “goddess of litigation.” One of the reasons she is such a dab hand at divorce proceedings, perhaps, is the fact that she has divorced her long-time lover and fellow lawyer Goo Eun Beom. But her relatively uneventful life is turned upside down when she is unexpectedly reunited with her ex-husband – in the law courts!The duo is forced to work together – leading them to butt heads and reignite past grievances. While their professionalism prevents them from telling each other what they really think in public, tempers begin to fray...and risk boiling over. The tense atmosphere is not relieved in the slightest by fellow divorce lawyers Kang Bi Chwi and Kwon Si Wook, another pair of advocates who always seem to get under one another’s skin! Will Cupid rescue this group of lawyers – or will chaos break loose in the courtroom?(Source: Viki)","['Kang So Ra', 'Jang Seung Jo']",남이 될 수 있을까?
70,We Only See Each Other at Night,,,,2023-01-16,2023-04-16,,2023,12,40.0,,"['Kim Dae Kyung', 'Kim Bong Bang']",밤에만 보는 사이
71,Crash Course in Romance,Netflix tvN,['Yoo Je Won'],['Yang Hee Seung'],2023-01-14,2023-03-05,"Saturday, Sunday",2023,16,281.0,"After retiring from her career as a national athlete, Nam Haeng Sun now owns a humble side dish store. Her cheerful personality and boundless energy catch the attention of Choi Chi Yeol, a popular and hardworking private instructor known as the ""1 Billion Won Man."" Despite his reputation, Choi Chi Yeol has become increasingly aloof and irritable due to his growing success.As Nam Haeng Sun embarks on a new career in the private education field, she unexpectedly finds herself drawn to Choi Chi Yeol. Though they have very different teaching styles, their shared passion for education brings them closer together. As they work alongside each other, they begin to discover a deeper connection that blossoms into a romance.However, their relationship is not without challenges. As they navigate the ups and downs of their personal and professional lives, they must learn to confront their own shortcomings and trust in each other's strengths. Will their love be enough to overcome the obstacles in their path?(Source: CK Warrior at MyDramaList)","['Jeon Do Yeon', 'Jung Kyung Ho']",일타 스캔들
72,"Poong, the Joseon Psychiatrist Season 2",tvN,"['Park Won Gook', 'Kang Hee Ju']",['Lee Bom'],2023-01-11,2023-02-09,"Wednesday, Thursday",2023,10,450.0,"Once a royal physician, Yoo Se Poong was ousted from the palace after his involvement in a conspiracy surrounding the royal family. With nowhere else to go, Se Poong eventually found himself in the strange yet beautiful village of Gyesu. It was there he met Seo Eun Woo and Gye Ji Han and his life was changed forever.With the help of his new friends, Se Poong began to grow as both a physician and a human. Learning how to not only treat the body but also the heart and minds of his patients, Se Poong successfully fulfilled his mission to become a true doctor. Or so he thought. With new patients and new challenges before him, Se Poong must once again set out on a quest to better both himself and the lives of those around him.Using his unorthodox methods to treat his patients, both mentally and physically, will Se Poong’s new adventures lead him to an even deeper understanding of both the heart and the mind?(Source: Viki)~~ Adapted from the novel ""Joseon Psychiatrist Yoo Se Pung"" (조선 정신과 의사 유세풍) by Lee Eun So (이은소).","['Kim Min Jae', 'Kim Hyang Gi', 'Kim Sang Kyung', 'Kang Young Seok', 'Woo Da Vi']",조선 정신과 의사 유세풍 시즌 2
73,Agency,jTBC,['Lee Chang Min'],['Song Soo Han'],2023-01-07,2023-02-26,"Saturday, Sunday",2023,16,244.0,"An office drama depicting a woman who became the first female executive in her group to make her career beyond her first to the highest position.In the background of an advertising agency, it contains realistic stories of the daily lives of those who live a life like war and behind the scenes in the industry.(Source: Korean = Naver || Translation = MyDramaList) ","['Lee Bo Young', 'Jo Sung Ha', 'Son Na Eun', 'Han Joon Woo', 'Jeon Hye Jin']",대행사
74,Payback: Money and Power,Amazon Prime SBS,['Lee Won Tae'],['Kim Won Seok'],2023-01-06,2023-02-11,"Friday, Saturday",2023,12,350.0,"“Payback” follows the revenge story of a group of people—including Eun Yong, a money trader—who refuses to remain silent in the face of unjust authorities and fight against a cartel conspiring with the law. (Source: nme.com; edited by MyDramaList) ","['Kang Yoo Seok', 'Lee Sun Kyun', 'Moon Chae Won', 'Park Hoon']",법쩐
